"interval_start_utc","interval_end_utc","market","location","location_type","lmp","energy","congestion","loss"
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","NUMITAP_1_N003","Node",111.48312,107.0512,0,4.43192
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","OAKLAND_1_B1","Node",109.84524,107.0512,0,2.79404
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","OCEANO_1_N001","Node",106.87992,107.0512,0,-0.17128
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","OCEANSDE_6_N001","Node",108.37863,107.0512,0,1.32743
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","OLETA_6_N001","Node",105.11357,107.0512,0,-1.93763
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","OLINDA_6_N001","Node",107.16896,107.0512,0,0.11776
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","ORICK_6_N001","Node",147.65572,107.0512,0,40.60452
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","ORLANDB_6_N001","Node",99.25787,107.0512,0,-7.79333
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","ORMOND2G_7_B1","Node",104.56761,107.0512,0,-2.48359
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","OROVILLE_6_N001","Node",102.39447,107.0512,0,-4.65673
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PACIFICA_6_N001","Node",110.616,107.0512,0,3.5648
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PADUA_6_N008","Node",106.68723,107.0512,0,-0.36397
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PARKWAY_2_N001","Node",102.25531,107.0512,0,-4.79589
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PAULSWT_1_N001","Node",108.43216,107.0512,0,1.38096
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PEACHTON_6_N004","Node",101.28114,107.0512,0,-5.77006
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PENRYN_6_N001","Node",105.13498,107.0512,0,-1.91622
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PERMNNTE_6_N002","Node",107.60787,107.0512,0,0.55667
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PETLMAA_6_N001","Node",105.95928,107.0512,0,-1.09192
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PITTSBRG_6_N101","Node",104.43915,107.0512,0,-2.61205
